Date,Category,RefNo,Date,Withdrawal,Deposit,Balance
2023-08-02,Food,3.21E+11,2023-08-02,30,0,239.62
2023-08-03,Food,3.58E+11,2023-08-03,55,0,184.62
2023-08-03,Food,3.22E+11,2023-08-03,40,0,144.62
2023-08-03,Food,3.22E+11,2023-08-03,40,0,104.62
2023-08-03,Food,3.22E+11,2023-08-03,40,0,64.62
2023-08-04,Food,3.22E+11,2023-08-04,20,0,44.62
2023-08-05,Misc,3.58E+11,2023-08-05,0,13000,13044.62
2023-08-05,Misc,3.22E+11,2023-08-05,13000,0,44.62
2023-08-11,Misc,3.22E+11,2023-08-11,0,1000,1044.62
2023-08-11,Food,3.22E+11,2023-08-11,85,0,959.62
2023-08-11,Food,3.22E+11,2023-08-11,30,0,929.62
2023-08-11,Food,3.22E+11,2023-08-11,50,0,879.62
2023-08-11,Misc,3.22E+11,2023-08-11,179,0,700.62
2023-08-11,Food,3.59E+11,2023-08-11,10,0,690.62
2023-08-11,Food,3.59E+11,2023-08-11,60,0,630.62
2023-08-12,Misc,3.22E+11,2023-08-12,393,0,237.62
2023-08-12,Food,3.22E+11,2023-08-12,30,0,207.62
2023-08-12,Food,3.22E+11,2023-08-12,66,0,141.62
2023-08-13,Misc,3.23E+11,2023-08-13,0,2000,2141.62
2023-08-13,Food,3.23E+11,2023-08-13,80,0,2061.62
2023-08-13,Food,3.23E+11,2023-08-13,50,0,2011.62
2023-08-13,Misc,3.23E+11,2023-08-13,130,0,1881.62
2023-08-13,Misc,3.23E+11,2023-08-13,189,0,1692.62
2023-08-13,Food,3.23E+11,2023-08-13,30,0,1662.62
2023-08-13,Misc,3.23E+11,2023-08-13,500,0,1162.62
2023-08-13,Food,3.23E+11,2023-08-14,10,0,1152.62
2023-08-14,Food,3.23E+11,2023-08-14,99,0,1053.62
2023-08-14,Food,3.23E+11,2023-08-14,50,0,1003.62
2023-08-14,Food,3.23E+11,2023-08-14,50,0,953.62
2023-08-14,Misc,3.23E+11,2023-08-14,358,0,595.62
2023-08-14,Food,3.23E+11,2023-08-14,30,0,565.62
2023-08-15,Food,3.23E+11,2023-08-15,20,0,545.62
2023-08-15,Food,3.23E+11,2023-08-15,40,0,505.62
2023-08-15,Food,3.23E+11,2023-08-15,30,0,475.62
2023-08-15,Misc,3.23E+11,2023-08-15,0,25,500.62
2023-08-16,Food,3.23E+11,2023-08-16,60,0,440.62
2023-08-16,Food,3.23E+11,2023-08-16,10,0,430.62
2023-08-16,Food,3.23E+11,2023-08-16,40,0,390.62
2023-08-16,Food,3.23E+11,2023-08-16,42,0,348.62
2023-08-16,Misc,3.23E+11,2023-08-16,230,0,118.62
2023-08-16,Food,3.23E+11,2023-08-16,40,0,78.62
2023-08-17,Food,3.23E+11,2023-08-17,50,0,28.62
2023-08-17,Misc,3.23E+11,2023-08-17,0,1500,1528.62
2023-08-17,Misc,3.23E+11,2023-08-17,1000,0,528.62
2023-08-17,Food,3.23E+11,2023-08-17,50,0,478.62
2023-08-17,Food,3.6E+11,2023-08-17,161.55,0,317.07
2023-08-18,Food,3.23E+11,2023-08-18,60,0,257.07
2023-08-18,Food,3.23E+11,2023-08-18,40,0,217.07
2023-08-18,Food,3.6E+11,2023-08-18,67.2,0,149.87
2023-08-18,Food,3.23E+11,2023-08-18,20,0,129.87
2023-08-18,Misc,3.23E+11,2023-08-18,0,1000,1129.87
2023-08-18,Food,3.23E+11,2023-08-18,86,0,1043.87
2023-08-18,Misc,3.6E+11,2023-08-18,276,0,767.87
2023-08-18,Food,3.23E+11,2023-08-18,50,0,717.87
2023-08-19,Misc,3.23E+11,2023-08-19,390,0,327.87
2023-08-19,Food,3.23E+11,2023-08-19,40,0,287.87
2023-08-19,Misc,3.23E+11,2023-08-19,0,1000,1287.87
2023-08-19,Food,3.23E+11,2023-08-19,50,0,1237.87
2023-08-19,Food,3.23E+11,2023-08-19,40,0,1197.87
2023-08-20,Food,3.23E+11,2023-08-20,20,0,1177.87
2023-08-20,Food,3.23E+11,2023-08-20,30,0,1147.87
2023-08-20,Food,3.23E+11,2023-08-20,60,0,1087.87
2023-08-20,Food,3.23E+11,2023-08-20,60,0,1027.87
2023-08-20,Misc,3.23E+11,2023-08-20,5,0,1022.87
2023-08-20,Food,3.6E+11,2023-08-20,174.95,0,847.92
2023-08-20,Food,3.23E+11,2023-08-20,40,0,807.92
2023-08-20,Misc,3.23E+11,2023-08-20,400,0,407.92
2023-08-20,Food,3.23E+11,2023-08-21,20,0,387.92
2023-08-21,Misc,3.23E+11,2023-08-21,160,0,227.92
2023-08-21,Food,3.23E+11,2023-08-21,50,0,177.92
2023-08-21,Food,3.23E+11,2023-08-21,22,0,155.92
2023-08-21,Food,3.6E+11,2023-08-21,75,0,80.92
2023-08-21,Food,3.23E+11,2023-08-21,40,0,40.92
2023-08-22,Misc,3.23E+11,2023-08-22,0,1000,1040.92
2023-08-22,Food,3.6E+11,2023-08-22,70,0,970.92
2023-08-22,Misc,3.23E+11,2023-08-22,0,70,1040.92
2023-08-22,Food,3.6E+11,2023-08-22,55,0,985.92
2023-08-22,Food,3.23E+11,2023-08-22,50,0,935.92
2023-08-22,Food,3.23E+11,2023-08-22,10,0,925.92
2023-08-22,Food,3.23E+11,2023-08-22,38,0,887.92
2023-08-22,Food,3.23E+11,2023-08-22,20,0,867.92
2023-08-23,Food,3.6E+11,2023-08-23,28,0,839.92
2023-08-23,Food,3.24E+11,2023-08-23,23,0,816.92
2023-08-23,Food,3.24E+11,2023-08-23,30,0,786.92
2023-08-23,Food,3.24E+11,2023-08-23,50,0,736.92
2023-08-23,Food,3.24E+11,2023-08-23,30,0,706.92
2023-08-23,Misc,3.24E+11,2023-08-23,200,0,506.92
2023-08-24,Food,3.24E+11,2023-08-24,201,0,305.92
2023-08-24,Food,3.24E+11,2023-08-24,100,0,205.92
2023-08-24,Food,3.24E+11,2023-08-24,50,0,155.92
2023-08-24,Food,3.24E+11,2023-08-24,59,0,96.92
2023-08-24,Food,3.24E+11,2023-08-24,50,0,46.92
2023-08-25,Salary,CHASV23235906561,2023-08-25,0,34800,34846.92
2023-08-25,Misc,3.6E+11,2023-08-25,5000,0,29846.92
2023-08-25,Misc,3.6E+11,2023-08-25,8000,0,21846.92
2023-08-25,Misc,3.6E+11,2023-08-25,1000,0,20846.92
2023-08-25,Misc,3.6E+11,2023-08-25,1000,0,19846.92
2023-08-25,Food,3.24E+11,2023-08-25,34,0,19812.92
2023-08-25,Misc,3.24E+11,2023-08-25,1000,0,18812.92
2023-08-25,Misc,3.24E+11,2023-08-25,380,0,18432.92
2023-08-25,Misc,3.6E+11,2023-08-25,0,140,18572.92
2023-08-25,Food,3.24E+11,2023-08-25,100,0,18472.92
2023-08-25,Misc,3.24E+11,2023-08-25,1720,0,16752.92
2023-08-25,Misc,3.24E+11,2023-08-25,200,0,16552.92
2023-08-25,Misc,3.24E+11,2023-08-25,188,0,16364.92
2023-08-25,Food,3.24E+11,2023-08-25,40,0,16324.92
2023-08-25,Food,3.24E+11,2023-08-25,70,0,16254.92
2023-08-25,Misc,3.6E+11,2023-08-25,0,15,16269.92
2023-08-25,Food,3.24E+11,2023-08-25,50,0,16219.92
2023-08-26,Misc,3.24E+11,2023-08-26,120,0,16099.92
2023-08-26,Food,3.24E+11,2023-08-26,30,0,16069.92
2023-08-26,Misc,3.24E+11,2023-08-26,430,0,15639.92
2023-08-26,Misc,3.6E+11,2023-08-26,0,70,15709.92
2023-08-26,Misc,3.24E+11,2023-08-26,112,0,15597.92
2023-08-26,Misc,3.6E+11,2023-08-26,0,10,15607.92
2023-08-26,Misc,3.24E+11,2023-08-26,118,0,15489.92
2023-08-26,Food,3.24E+11,2023-08-26,10,0,15479.92
2023-08-26,Misc,3.24E+11,2023-08-26,1000,0,14479.92
2023-08-26,Food,3.6E+11,2023-08-26,188.2,0,14291.72
2023-08-26,Food,3.6E+11,2023-08-26,40,0,14251.72
2023-08-27,Misc,3.24E+11,2023-08-27,199,0,14052.72
2023-08-27,Food,3.24E+11,2023-08-27,30,0,14022.72
2023-08-27,Food,3.24E+11,2023-08-27,58,0,13964.72
2023-08-27,Misc,3.61E+11,2023-08-27,0,12,13976.72
2023-08-27,Food,3.24E+11,2023-08-27,100,0,13876.72
2023-08-27,Food,3.24E+11,2023-08-27,50,0,13826.72
2023-08-28,Food,3.24E+11,2023-08-28,203.66,0,13623.06
2023-08-28,Misc,3.61E+11,2023-08-28,105,0,13518.06
2023-08-28,Food,3.24E+11,2023-08-29,40,0,13478.06
2023-08-29,Misc,3.24E+11,2023-08-29,5,0,13473.06
2023-08-29,Food,3.61E+11,2023-08-29,23,0,13450.06
2023-08-29,Food,3.24E+11,2023-08-29,30,0,13420.06
2023-08-29,Food,3.24E+11,2023-08-29,43,0,13377.06
2023-08-29,Food,3.24E+11,2023-08-29,10,0,13367.06
2023-08-29,Food,3.61E+11,2023-08-29,185.2,0,13181.86
2023-08-30,Misc,3.61E+11,2023-08-30,110,0,13071.86
2023-08-30,Misc,3.24E+11,2023-08-30,0,55,13126.86
2023-08-30,Food,3.24E+11,2023-08-30,40,0,13086.86
2023-08-30,Food,3.61E+11,2023-08-30,100,0,12986.86
2023-08-30,Food,3.24E+11,2023-08-30,40,0,12946.86
2023-08-31,Food,3.24E+11,2023-08-31,30,0,12916.86
2023-08-31,Food,3.61E+11,2023-08-31,100,0,12816.86
2023-08-31,Food,3.24E+11,2023-08-31,30,0,12786.86
2023-08-31,Misc,3.24E+11,2023-08-31,0,20000,32786.86
2023-08-31,Misc,3.24E+11,2023-08-31,20000,0,12786.86
2023-08-31,Misc,3.24E+11,2023-08-31,440,0,12346.86
2023-09-01,Rent,3.24E+11,2023-09-01,7310,0,5036.86
2023-09-01,Misc,3.24E+11,2023-09-01,110,0,4926.86
2023-09-01,Food,3.24E+11,2023-09-01,20,0,4906.86
2023-09-01,Food,3.24E+11,2023-09-01,30,0,4876.86
2023-09-01,Misc,3.24E+11,2023-09-01,447,0,4429.86
2023-09-01,Food,3.24E+11,2023-09-01,52,0,4377.86
2023-09-01,Food,3.24E+11,2023-09-01,20,0,4357.86
2023-09-02,Food,3.61E+11,2023-09-02,188.2,0,4169.66
2023-09-02,Food,3.25E+11,2023-09-02,50,0,4119.66
2023-09-02,Food,3.61E+11,2023-09-02,136.76,0,3982.9
2023-09-02,Food,3.25E+11,2023-09-02,0,136.76,4119.66
2023-09-03,Food,3.25E+11,2023-09-03,30,0,4089.66
2023-09-03,Food,3.25E+11,2023-09-03,36,0,4053.66
2023-09-03,Food,3.25E+11,2023-09-03,60,0,3993.66
2023-09-03,Food,3.25E+11,2023-09-03,20,0,3973.66
2023-09-04,Food,3.25E+11,2023-09-04,30,0,3943.66
2023-09-04,Food,3.25E+11,2023-09-04,55,0,3888.66
2023-09-04,Misc,3.25E+11,2023-09-04,250,0,3638.66
2023-09-04,Food,3.25E+11,2023-09-04,30,0,3608.66
2023-09-05,Food,3.25E+11,2023-09-05,80,0,3528.66
2023-09-05,Food,3.25E+11,2023-09-05,50,0,3478.66
2023-09-05,Misc,3.61E+11,2023-09-06,1000,0,2478.66
2023-09-06,Food,3.62E+11,2023-09-06,55,0,2423.66
2023-09-06,Food,3.25E+11,2023-09-06,40,0,2383.66
2023-09-06,Food,3.62E+11,2023-09-06,217.95,0,2165.71
2023-09-06,Food,3.25E+11,2023-09-06,60,0,2105.71
2023-09-07,Misc,3.25E+11,2023-09-07,170,0,1935.71
2023-09-07,Misc,3.25E+11,2023-09-07,200,0,1735.71
2023-09-07,Food,3.25E+11,2023-09-07,40,0,1695.71
2023-09-07,Food,3.25E+11,2023-09-07,80,0,1615.71
2023-09-07,Food,3.25E+11,2023-09-07,85,0,1530.71
2023-09-08,Food,3.25E+11,2023-09-08,25,0,1505.71
2023-09-08,Food,3.25E+11,2023-09-08,40,0,1465.71
2023-09-08,Misc,3.25E+11,2023-09-08,0,80,1545.71
2023-09-08,Misc,3.62E+11,2023-09-08,190,0,1355.71
2023-09-09,Misc,3.25E+11,2023-09-09,279.5,0,1076.21
2023-09-09,Food,3.25E+11,2023-09-09,52,0,1024.21
2023-09-09,Food,3.25E+11,2023-09-09,30,0,994.21
2023-09-09,Food,3.25E+11,2023-09-09,10,0,984.21
2023-09-09,Food,3.25E+11,2023-09-09,40,0,944.21
2023-09-10,Food,3.25E+11,2023-09-10,230.7,0,713.51
2023-09-10,Food,3.25E+11,2023-09-10,54,0,659.51
2023-09-10,Misc,3.62E+11,2023-09-10,0,500,1159.51
2023-09-10,Food,3.62E+11,2023-09-10,426.94,0,732.57
2023-09-11,Food,3.25E+11,2023-09-11,192.24,0,540.33
2023-09-11,Food,3.25E+11,2023-09-11,55,0,485.33
2023-09-11,Food,3.25E+11,2023-09-11,80,0,405.33
2023-09-11,Food,3.25E+11,2023-09-11,20,0,385.33
2023-09-11,Food,3.25E+11,2023-09-11,10,0,375.33
2023-09-11,Food,3.25E+11,2023-09-11,10,0,365.33
2023-09-11,Misc,3.25E+11,2023-09-11,125,0,240.33
2023-09-12,Food,3.26E+11,2023-09-12,30,0,210.33
2023-09-12,Food,3.26E+11,2023-09-12,55,0,155.33
2023-09-12,Food,3.26E+11,2023-09-12,40,0,115.33
2023-09-12,Food,3.26E+11,2023-09-12,60,0,55.33
2023-09-12,Food,3.26E+11,2023-09-12,10,0,45.33
2023-09-13,Food,3.62E+11,2023-09-13,23,0,22.33
2023-09-16,Food,3.26E+11,2023-09-16,10,0,12.33
2023-09-23,Misc,3.27E+11,2023-09-23,0,1000,1012.33
2023-09-23,Misc,3.27E+11,2023-09-23,300.1,0,712.23
2023-09-23,Misc,3.27E+11,2023-09-23,700,0,12.23
2023-09-25,Salary,CHASH26441571950,2023-09-25,0,34800,34812.23
2023-09-25,Misc,3.27E+11,2023-09-25,7451,0,27361.23
2023-09-25,Misc,3.63E+11,2023-09-25,0,7152,34513.23
2023-09-25,Misc,3.27E+11,2023-09-25,8624,0,25889.23
2023-09-25,Misc,3.63E+11,2023-09-25,10000,0,15889.23
2023-09-25,Misc,3.63E+11,2023-09-25,2313,0,13576.23
2023-09-25,Misc,3.63E+11,2023-09-25,7500,0,6076.23
2023-09-25,Misc,3.27E+11,2023-09-25,120,0,5956.23
2023-09-25,Food,3.27E+11,2023-09-25,36,0,5920.23
2023-09-25,Food,3.27E+11,2023-09-25,40,0,5880.23
2023-09-25,Misc,3.63E+11,2023-09-25,275,0,5605.23
2023-09-25,Misc,3.27E+11,2023-09-25,329,0,5276.23
2023-09-26,Food,3.27E+11,2023-09-26,36,0,5240.23
2023-09-26,Food,3.27E+11,2023-09-26,10,0,5230.23
2023-09-26,Food,3.27E+11,2023-09-26,50,0,5180.23
2023-09-26,Food,3.64E+11,2023-09-26,159.56,0,5020.67
2023-09-26,Misc,3.27E+11,2023-09-26,1000,0,4020.67
2023-09-27,Food,3.64E+11,2023-09-27,55,0,3965.67
2023-09-27,Food,3.27E+11,2023-09-27,50,0,3915.67
2023-09-28,Food,3.64E+11,2023-09-28,100,0,3815.67
2023-09-28,Food,3.27E+11,2023-09-28,40,0,3775.67
2023-09-28,Food,3.64E+11,2023-09-28,155.5,0,3620.17
2023-09-28,Misc,3.27E+11,2023-09-28,240,0,3380.17
2023-09-28,Misc,3.27E+11,2023-09-28,247,0,3133.17
2023-09-29,Food,3.27E+11,2023-09-29,48,0,3085.17
2023-09-29,Food,3.27E+11,2023-09-29,20,0,3065.17
2023-09-29,Misc,3.27E+11,2023-09-29,880,0,2185.17
2023-09-30,Misc,3.27E+11,2023-09-30,110,0,2075.17
2023-09-30,Food,3.27E+11,2023-09-30,10,0,2065.17
2023-09-30,Misc,3.27E+11,2023-09-30,183.85,0,1881.32
2023-09-30,Food,3.27E+11,2023-09-30,50,0,1831.32
2023-10-01,Misc,0,2023-09-30,0,20,1851.32
2023-10-01,Food,3.27E+11,2023-10-01,20,0,1831.32
2023-10-01,Food,3.27E+11,2023-10-01,20,0,1811.32
2023-10-01,Food,3.27E+11,2023-10-01,25,0,1786.32
2023-10-01,Food,3.27E+11,2023-10-01,50,0,1736.32
2023-10-01,Food,3.27E+11,2023-10-01,85,0,1651.32
2023-10-02,Food,3.27E+11,2023-10-02,10,0,1641.32
2023-10-02,Food,3.28E+11,2023-10-02,49,0,1592.32
2023-10-02,Food,3.64E+11,2023-10-02,30,0,1562.32
2023-10-02,Food,3.28E+11,2023-10-02,49,0,1513.32
2023-10-02,Food,3.28E+11,2023-10-02,80,0,1433.32
2023-10-02,Food,3.28E+11,2023-10-02,30,0,1403.32
2023-10-02,Misc,3.28E+11,2023-10-02,470,0,933.32
2023-10-03,Food,3.28E+11,2023-10-03,19,0,914.32
2023-10-03,Misc,3.28E+11,2023-10-03,130,0,784.32
2023-10-03,Food,3.64E+11,2023-10-03,188.74,0,595.58
2023-10-03,Food,3.28E+11,2023-10-03,48,0,547.58
2023-10-03,Food,3.28E+11,2023-10-03,10,0,537.58
2023-10-03,Misc,3.28E+11,2023-10-03,0,385,922.58
2023-10-03,Misc,3.28E+11,2023-10-03,680,0,242.58
2023-10-03,Misc,3.28E+11,2023-10-03,0,43,285.58
2023-10-03,Misc,3.64E+11,2023-10-03,0,1000,1285.58
2023-10-03,Misc,3.28E+11,2023-10-03,370,0,915.58
2023-10-04,Food,3.64E+11,2023-10-04,80,0,835.58
2023-10-04,Food,3.64E+11,2023-10-04,45,0,790.58
2023-10-04,Misc,3.28E+11,2023-10-04,120,0,670.58
2023-10-04,Food,3.28E+11,2023-10-04,12,0,658.58
2023-10-05,Food,3.28E+11,2023-10-05,35,0,623.58
2023-10-05,Food,3.64E+11,2023-10-05,70,0,553.58
2023-10-05,Food,3.64E+11,2023-10-05,75,0,478.58
2023-10-06,Food,3.28E+11,2023-10-06,33,0,445.58
2023-10-06,Food,3.28E+11,2023-10-06,95,0,350.58
2023-10-07,Food,3.28E+11,2023-10-07,87.69,0,262.89
2023-10-07,Misc,3.65E+11,2023-10-07,184,0,78.89
2023-10-09,Misc,3.28E+11,2023-10-09,0,1000,1078.89
2023-10-09,Food,3.28E+11,2023-10-09,79,0,999.89
2023-10-10,Food,3.28E+11,2023-10-10,50,0,949.89
2023-10-10,Food,3.65E+11,2023-10-10,42,0,907.89
2023-10-11,Food,3.65E+11,2023-10-11,80,0,827.89
2023-10-12,Food,3.65E+11,2023-10-12,70,0,757.89
2023-10-13,Food,3.29E+11,2023-10-13,36,0,721.89
2023-10-13,Misc,3.65E+11,2023-10-13,270,0,451.89
2023-10-14,Food,3.29E+11,2023-10-14,24,0,427.89
2023-10-14,Misc,3.29E+11,2023-10-14,0,270,697.89
2023-10-16,Misc,3.29E+11,2023-10-16,291,0,406.89
2023-10-16,Misc,3.66E+11,2023-10-16,0,3500,3906.89
2023-10-16,Misc,3.29E+11,2023-10-16,1500,0,2406.89
2023-10-16,Misc,3.29E+11,2023-10-16,0,286,2692.89
2023-10-16,Misc,3.29E+11,2023-10-16,300,0,2392.89
2023-10-16,Misc,3.29E+11,2023-10-16,150,0,2242.89
2023-10-16,Food,3.29E+11,2023-10-16,40,0,2202.89
2023-10-16,Misc,3.66E+11,2023-10-16,248,0,1954.89
2023-10-16,Food,3.66E+11,2023-10-16,30,0,1924.89
2023-10-16,Food,3.66E+11,2023-10-16,214.74,0,1710.15
2023-10-17,Food,3.29E+11,2023-10-17,65,0,1645.15
2023-10-17,Misc,3.29E+11,2023-10-17,706,0,939.15
2023-10-17,Misc,3.29E+11,2023-10-17,150,0,789.15
2023-10-17,Misc,3.29E+11,2023-10-17,234,0,555.15
2023-10-17,Food,3.29E+11,2023-10-17,60,0,495.15
2023-10-18,Food,3.29E+11,2023-10-18,65,0,430.15
2023-10-18,Food,3.29E+11,2023-10-18,10,0,420.15
2023-10-19,Food,3.29E+11,2023-10-19,20,0,400.15
2023-10-20,Food,3.29E+11,2023-10-20,18,0,382.15
2023-10-20,Food,3.29E+11,2023-10-20,25,0,357.15
2023-10-26,Food,3.3E+11,2023-10-26,100,0,257.15
2023-10-26,Misc,3.3E+11,2023-10-26,0,3150,3407.15
2023-10-27,Misc,3.67E+11,2023-10-27,3407,0,0.15
2023-11-01,Misc,3.31E+11,2023-11-01,0,500,500.15
2023-11-01,Misc,3.31E+11,2023-11-01,500,0,0.15
2023-11-02,Misc,3.31E+11,2023-11-02,0,1000,1000.15
2023-11-02,Misc,3.67E+11,2023-11-02,1000,0,0.15
2023-11-02,Misc,3.31E+11,2023-11-02,0,1000,1000.15
2023-11-02,Misc,3.67E+11,2023-11-02,1000,0,0.15
2023-11-15,Misc,CHASH31948851670,2023-11-15,0,33209,33209.15
2023-11-15,Misc,3.69E+11,2023-11-15,5000,0,28209.15
2023-11-15,Misc,3.69E+11,2023-11-15,3500,0,24709.15
2023-11-15,Misc,3.69E+11,2023-11-15,20000,0,4709.15
2023-11-15,Misc,3.69E+11,2023-11-15,1500,0,3209.15
2023-11-17,Food,3.32E+11,2023-11-17,69,0,3140.15
2023-11-18,Food,3.32E+11,2023-11-18,100,0,3040.15
2023-11-18,Misc,3.32E+11,2023-11-18,116,0,2924.15
2023-11-20,Shopping,3.69E+11,2023-11-20,1999,0,925.15
2023-11-20,Shopping,3.69E+11,2023-11-20,0,1999,2924.15
2023-11-22,Misc,3.33E+11,2023-11-22,150,0,2774.15
2023-11-22,Misc,3.33E+11,2023-11-22,150,0,2624.15
2023-11-24,Salary,CHASH32649207986,2023-11-24,0,24769,27393.15
2023-11-24,Shopping,3.69E+11,2023-11-24,499,0,26894.15
2023-11-24,Misc,3.33E+11,2023-11-24,1499,0,25395.15
2023-11-24,Misc,3.69E+11,2023-11-24,2000,0,23395.15
2023-11-25,Misc,3.7E+11,2023-11-25,21000,0,2395.15
2023-11-26,Food,3.33E+11,2023-11-26,223.18,0,2171.97
2023-11-27,Misc,3.33E+11,2023-11-27,0,272,2443.97
2023-11-27,Misc,3.7E+11,2023-11-27,720,0,1723.97
2023-11-28,Misc,3.7E+11,2023-11-28,480,0,1243.97
2023-11-28,Misc,3.7E+11,2023-11-28,250,0,993.97
2023-11-30,Misc,3.7E+11,2023-11-30,130,0,863.97
2023-11-30,Misc,3.33E+11,2023-11-30,0,50,913.97
2023-12-01,Food,3.7E+11,2023-12-02,19,0,894.97
2023-12-02,Misc,3.34E+11,2023-12-02,200,0,694.97
2023-12-03,Misc,3.34E+11,2023-12-03,120,0,574.97
2023-12-03,Misc,3.34E+11,2023-12-03,0,7,581.97
2023-12-03,Misc,3.34E+11,2023-12-03,0,70,651.97
2023-12-04,Misc,3.34E+11,2023-12-04,500,0,151.97
2023-12-04,Misc,3.34E+11,2023-12-04,0,500,651.97
2023-12-04,Misc,3.34E+11,2023-12-04,450,0,201.97
2023-12-06,Misc,3.71E+11,2023-12-06,0,150,351.97
2023-12-06,Food,3.71E+11,2023-12-06,60,0,291.97
2023-12-07,Misc,3.34E+11,2023-12-08,0,15000,15291.97
2023-12-09,Misc,3.34E+11,2023-12-09,15048,0,243.97
2023-12-10,Misc,3.71E+11,2023-12-10,0,4000,4243.97
2023-12-10,Transport,3.34E+11,2023-12-10,3062,0,1181.97
2023-12-10,Misc,3.71E+11,2023-12-10,1000,0,181.97
2023-12-10,Misc,3.34E+11,2023-12-10,0,1000,1181.97
2023-12-11,Food,3.71E+11,2023-12-11,30,0,1151.97
2023-12-11,Food,3.71E+11,2023-12-11,10,0,1141.97
2023-12-11,Food,3.71E+11,2023-12-11,30,0,1111.97
2023-12-11,Misc,3.71E+11,2023-12-11,220,0,891.97
2023-12-11,Food,3.35E+11,2023-12-11,169.29,0,722.68
2023-12-12,Food,3.71E+11,2023-12-12,25,0,697.68
2023-12-12,Food,3.71E+11,2023-12-12,40,0,657.68
2023-12-12,Food,3.71E+11,2023-12-12,20,0,637.68
2023-12-12,Misc,3.35E+11,2023-12-12,530,0,107.68
2023-12-12,Food,3.71E+11,2023-12-12,35,0,72.68
2023-12-12,Misc,3.35E+11,2023-12-12,0,1718,1790.68
2023-12-12,Transport,3.35E+11,2023-12-12,1718,0,72.68
2023-12-13,Food,3.71E+11,2023-12-13,26,0,46.68
2023-12-13,Food,3.71E+11,2023-12-13,15,0,31.68
2023-12-13,Transport,3.35E+11,2023-12-13,0,1718,1749.68
2023-12-13,Misc,3.71E+11,2023-12-13,1718,0,31.68
2024-01-01,Misc,0,2023-12-31,0,8,39.68
